id,name,profile_name_searchable,mbti,enneagram,personality_type,instinctual_variant,tritype,socionics,temperament,attitudinal_psyche,sloan,alignment,classic_jungian,big5_extraversion,big5_neuroticism,big5_conscientiousness,big5_agreeableness,big5_openness,functions,property_id,cat_id,category,sub_cat_id,subcategory,category_is_fictional,vote_count,vote_count_mbti,vote_count_enneagram,total_vote_counts,comment_count,watch_count,contributor,contributor_create_date,type_updated_date,is_active,is_approved,allow_voting,allow_commenting,profile_image_url,wiki_description,source_file,source_index,length_of_description
47372,Kevin Moskowitz “The Deep”,thedeep,ESFP 9w8,9w8,ESFP - 9w8 - sx/so - 972 - EF(S) - SEI - FELV - Sanguine-Melancholic - Extraversion 75% - Neuroticism 75% - Agreeableness 25% - Openness 25% - SLUEN - Chaotic Neutral,sx/so,972,SEI,Sanguine-Melancholic,FELV,SLUEN,Chaotic Neutral,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 0%,Agreeableness 25%,Openness 25%,"Se, Fi, Te, Ni",2,2,Television,4469,The Boys (2019),TRUE,538,538,356,1750,520,1127,Álvaro,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/c33336e0/profile_images/74e43544bde34703900a89c6154f363c.png,"The Deep, also known as the Lord of the Seven Seas, (real name Kevin Moskowitz) is one of the main characters in the Amazon series The Boys. He is a superhero and a member of The Seven. The Deep can breathe underwater and communicate with sea creatures. His attractive features have made him Vought’s social media propaganda. Unfortunately, that’s pretty much all the company wants from him — because he’s The Seven’s token aquatic Superhero. But he knows he could be doing so much more than flashing his biceps on Instagram if only they’d let him... even though he’s secretly proud that his profile gets 4 million hits a day. #ChaceCrawford",pdb_v9_dump_part42.json,535,641
13653,"Montgomery ""Lightning"" McQueen",senpai,ESTP 3w4,3w4,ESTP - 3w4 - so/sx - 387 - ES(T) - SEE - VFEL - Sanguine-Choleric - Extraversion 75% - Neuroticism 25% - Agreeableness 50% - Conscientiousness 50% - SLUEN - True Neutral,so/sx,387,SEE,Sanguine-Choleric,VFEL,SLUEN,True Neutral,ES(T),Extraversion 100%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 50%,Openness 25%,"Se, Ti, Fe, Ni",2,3,Movies,1725,Cars (Franchise),TRUE,631,631,336,1695,190,2587,TheTealT3,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/9330b1a8/profile_images/be7c0e9ae7fc40d39f550f5d818f8167.png,"Montgomery ""Lightning"" McQueen is the protagonist of Cars and Cars 3 and the deuteragonist of Cars 2, and the overall main protagonist of the Disney•Pixar Cars franchise. He is a famous race car who learns there is more to life than just racing and winning following a brief but life-changing stay in the remote town of Radiator Springs he was stranded in after getting lost on the way to California. He would later decide to live there. setting up his racing headquarters and formed a newfound close friendship with the town's residents (especially Tow Mater and Sally Carrera). Five years later, he begrudgingly got conned into competing in the World Grand Prix, a scam event created by Sir Miles Axlerod to attempt to murder him. He later learned of Axelrod's true intentions and promptly abandoned the competition.",pdb_v9_dump_part13.json,517,818
1777,Rachel Berry,rachelberry,ENFJ 3w4,3w4,ENFJ - 3w4 - so/sx - 316 - EF(N) - EIE - VEFL - Choleric-Sanguine - Extraversion 75% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 75% - Openness 75% - SLOEI - Lawful Neutral,so/sx,316,EIE,Choleric-Melancholic,VEFL,SLOEI,Lawful Neutral,EF(N),Extraversion 75%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 25%,Openness 75%,"Fe, Ni, Se, Ti",2,2,Television,225,Glee (2009),TRUE,688,688,377,1645,283,480,Evelina penguin,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a4bcc184/profile_images/e55f75b854be4cd291989aaa6445ba2a.png,"Rachel Barbra Berry is the main character on Glee. She is a Tony award-winning musical theatre actress. She graduated from the New York Academy of the Dramatic Arts (NYADA), after getting a second chance at her degree, following her decision to drop out in Bash, She is an alumna of William McKinley High School as of Goodbye. She was the first-ever captain of the school's Glee Club, the New Directions, having later recruited Finn Hudson as a co-captain in Mattress. She was one of the three major self-proclaimed divas of the club: the others being two of her closest friends, Kurt Hummel and Mercedes Jones. Rachel is a very driven and ambitious young woman. She was raised by her two gay fathers, LeRoy and Hiram Berry, but she was able to meet her biological mother Shelby Corcoran, the former coach of Vocal Adrenaline in Theatricality, due to the efforts of her now-husband, Jesse St. James. Rachel is very competitive but works harder than anyone else. #LeaMichele",pdb_v9_dump_part2.json,646,973
14683,Hector Salamanca,hectorsalamanca,ESTJ 8w7,8w7,ESTJ - 8w7 - sp/sx - 836 - ES(T) - SLE - VFLE - Choleric [Dominant] - Extraversion 75% - Neuroticism 50% - Agreeableness 0% - Conscientiousness 50% - Openness 25% - SLOEN - Chaotic Evil,sp/sx,836,SLE,Choleric [Dominant],VFLE,SLOEN,Chaotic Evil,ES(T),Extraversion 75%,Neuroticism 50%,Conscientiousness 50%,Agreeableness 0%,Openness 25%,"Te, Si, Ne, Fi",2,2,Television,67,Breaking Bad (2008),TRUE,539,539,314,1644,146,231,Wolfsbane,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/5296b5b0/profile_images/369e6a1ebd4c46ec8de95d26b6df97c6.png,"Hector Salamanca (also known as Don Hector and referred to as Tío by his nephews) is the elderly don of the Salamanca drug organization and an associate of cartel boss Don Eladio Vuete. He is the son of Abuelita, the uncle of twins Marco and Leonel Salamanca, Tuco Salamanca, and Lalo Salamanca, and the grandfather of Joaquin Salamanca. He raised Tuco as a son, and taught him and his other nephews that family is everything, and Hector lives by the creed himself. He is the second Salamanca family member to run their drug operation, following his nephew Tuco and was succeeded by his nephew Lalo. Though brutal, Hector is very loyal to his family and the cartel. #MarkMargolis",pdb_v9_dump_part15.json,18,679
714,Neville Longbottom,nevillelongbottom,ISFJ 9w1,9w1,ISFJ - 9w1 - sp/so - 962 - IF(N) - EII - FELV - Melancholic-Phlegmatic - Extraversion 25% - Neuroticism 75% - Agreeableness 100% - Conscientiousness 50% - Openness 50% - RLOAN - Lawful Good,sp/so,962,EII,Melancholic-Phlegmatic,FELV,RLOAN,Lawful Good,IF(N),Extraversion 25%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 100%,Openness 50%,"Si, Fe, Ti, Ne",2,3,Movies,87,Harry Potter (Film Series),TRUE,785,785,364,1634,171,1613,Cameron Lusk,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/20a686d4/profile_images/ba81992e02594c25bbf18baca128e536.png,"Professor Neville Longbottom (b. 30 July 1980) was a British pure-blood wizard, the only child and son of Frank and Alice Longbottom. Neville's parents were well-respected Aurors and members of the original Order of the Phoenix until they were tortured into insanity by Bellatrix Lestrange and three other Death Eaters with the Cruciatus Curse when he was about sixteen months old. When he was younger, Neville was clumsy, forgetful, shy, and many considered him ill-suited for Gryffindor house because he seemed timid. However, Neville proved that the Sorting Hat had seen the bravery beneath his insecurity, as he stood up to his only friends as a first-year. Neville's problem seems to have been poor self-esteem, as he referred to himself as a ""nobody"" and ""almost a Squib"". This was likely caused by his grandmother's belief that he was not living up to his parents' accomplishments, and browbeating from fellow students and people like Professor Snape. #MatthewLewis",pdb_v9_dump_part1.json,828,972
1356,Dr. Emmett “Doc” Brown,"dr.emmett""doc""brown",ENTP 5w6,5w6,ENTP - 5w6 - so/sx - 529 - EN(T) - ILE - VLEF - Sanguine-Choleric - Extraversion 50% - Neuroticism 25% - Agreeableness 50% - Conscientiousness 25% - Openness 100% - SCUAI - Chaotic Good,so/sx,529,ILE,Sanguine-Choleric,VLEF,SCUAI,Chaotic Good,EN(T),Extraversion 50%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 50%,Openness 100%,"Ne, Ti, Fe, Si",2,3,Movies,170,Back to the Future (Series),TRUE,705,705,360,1629,182,1560,Raphaël M,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/82d6afd8/profile_images/0facad14197a4384bbb160312ee4f632.png,"Dr. Emmett Lathrop Brown (born 1914) was the inventor of the DeLorean time machine. He is the world's third time traveler (after Einstein and Marty McFly), the second to travel forwards in time (after Einstein), the first human to travel forwards in time, and the second human to travel through time (after Marty), and is the deuteragonist. A scientist by trade, Doc was a ""student of all sciences"" who spent much of his time inventing. He was the son of Judge Erhardt Brown (whose birth name was Erhardt Von Braun) and. He usually had a pet dog – in 1955, his dog was named Copernicus after Nicolaus Copernicus, the third in a line of pets named after famous scientists, and by 1985 his dog was named Einstein after Albert Einstein.",pdb_v9_dump_part2.json,54,733
16957,Lucrecia “Lu” Montesinos Hendrich,lucrecia“lu”montesinoshendrich,ESTJ 3w2,3w2,ESTJ - 3w2 - so/sx - 386 - ET(S) - LSE - VFLE - Choleric [Dominant] - Extraversion 75% - Neuroticism 75% - Agreeableness 50% - Conscientiousness 75% - Openness 75% - SLOEN - Lawful Evil,so/sx,386,LSE,Choleric [Dominant],VFLE,SLOEN,Lawful Evil,ET(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 50%,Openness 75%,"Te, Si, Ne, Fi",2,2,Television,2046,Élite (2018),TRUE,551,551,319,1605,172,565,gabriel_,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/8d117b9e/profile_images/2f027809d2be4291ad2ee4232fd1dd6d.png,"Lucrecia ""Lu"" Montesinos Hendrich (Portrayed by Danna Paola) is a main character on the Netflix series Elite. Raised in an upper class family, she is the daughter of the Mexican ambassador in Spain. Lu is extremely loyal and territorial. She protects those close to her and is hesitant to allow people to interfere in her social circle, unless befriending them would benefit her, as seen with how she acts toward Cayetana during season 3. During the interrogation scenes, Lu compares the scholarship students arriving at Las Encinas to ""introducing a new species"" and claims that it alters the environment. However, those who are close to her receive unconditional support and care from her.",pdb_v9_dump_part16.json,671,691
56606,Logan Roy,loganroy,ENTJ 8w7,8w7,ENTJ - 8w7 - sp/so - 836 - ES(T) - SLE - VFEL - Choleric [Dominant] - Extraversion 75% - Neuroticism 50% - Agreeableness 0% - Conscientiousness 75% - Openness 25% - SLOEN - Neutral Evil,sp/so,836,SLE,Choleric [Dominant],VFEL,SLOEN,Neutral Evil,ES(T),Extraversion 75%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 0%,Openness 25%,"Te, Ni, Se, Fi",2,2,Television,4966,Succession (2018),TRUE,521,521,309,1549,236,426,lordy,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/6c594bb0/profile_images/453bc0b443974590b9dfe24818f0f815.png,"“Sometimes it is a big dick competition.” —————————————————————————— “Would you like to hear my favourite passage from Shakespeare?: Take the f***ing money.” —————————————————————————— “Most things don’t exist. The Ford Motor Company hardly exists. It’s just a timesaving expression for a collection of financial interests. But, this exists, because it’s a family. —————————————————————————— ""Nothing is a line. Everything everywhere is always moving, forever."" —————————————————————————— ""Life is not knights on horseback. It's a number on a piece of paper. It's a fight for a knife in the mud."" —————————————————————————— “I’m a great revolutionary. A bit of spice, a bit of fun, a bit of truth. I know things about the world or I wouldn’t turn a buck. Not necessarily nice things.” —————————————————————————— “What are people? They’re economic units. I’m a hundred feet tall, these people are pygmies.”",pdb_v9_dump_part50.json,24,905
1616150,Simba,Simba ( Young),ESFP 7w6,7w6,ESFP - 7w6 - so/sx - 739 - EF(S) - ESE - FEVL - Sanguine [Dominant] - Extraversion 75% - Neuroticism 75% - Agreeableness 75% - Openness 50% - SCUAN - Neutral Good,so/sx,739,ESE,Sanguine [Dominant],FEVL,SCUAN,Neutral Good,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 75%,Openness 50%,"Se, Fi, Te, Ni",2,3,Movies,105,The Lion King (Franchise),TRUE,1390,1390,42,1549,191,3557,LendlKrumper,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1521f47d/profile_images/f341fd301203477aa9ffbda09b8e20fc.png,"Simba is the protagonist of Disney's 1994 animated feature film The Lion King. He is the son of Mufasa and Sarabi, who was destined to rule the Pride Lands, as king. When his father was murdered by his treacherous uncle, Scar, Simba was blamed for the murder and exiled from the Pride Lands. He finds refuge in a jungle oasis with Timon and Pumbaa, but the Pride Lands fall to disarray during his absence. With the kingdom in peril, Simba is forced to confront his troubled past and take his place in the ""Circle of Life"". Upon entering adulthood, Simba marries his childhood best friend Nala and has two cubs named Kiara, and Kion.",pdb_v10_dump_part61.json,958,632
7077,Hades,hades,ENTP 8w7,8w7,ENTP - 8w7 - sp/so - 837 - ET(N) - LIE - VLEF - Choleric-Sanguine - Extraversion 75% - Neuroticism 75% - Agreeableness 0% - Conscientiousness 50% - SLOEI - Neutral Evil,sp/so,837,LIE,Choleric-Sanguine,VLEF,SLOEI,Neutral Evil,ET(N),Extraversion 75%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 0%,Openness 50%,"Ne, Ti, Fe, Si",2,3,Movies,563,Hercules (Series),TRUE,772,772,307,1548,204,3265,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/36751203/profile_images/a96677fba02743ac9be80a0a4c9ebaa1.png,"Hades is the main antagonist of Disney's 1997 animated feature film Hercules. He is the fast-talking god of the Underworld, known for having a fiery temper and a vendetta against his oldest brother, Zeus. Over the span of eighteen years, Hades developed a scheme to take over Mount Olympus and the cosmos, but a prophecy by the Fates foretold that a hero would rise against him and end his reign. While the Hades of Greek mythology was not particularly malevolent, the Disney version portrays him as an evil figure, albeit comedic. This interpretation of the character proved successful, making Hades one of Disney’s most popular antagonists, and a primary member of the Disney Villains line-up.",pdb_v9_dump_part7.json,905,695
2429,Stefan Salvatore,stefansalvatore,ISFJ 1w2,1w2,ISFJ - 1w2 - sp/sx - 126 - IF(S) - ESI - FVEL - Melancholic-Phlegmatic - Extraversion 25% - Neuroticism 50% - Agreeableness 75% - Conscientiousness 75% - Openness 75% - RLOAI - Lawful Good,sp/sx,126,ESI,Melancholic-Phlegmatic,FVEL,RLOAI,Lawful Good,IF(S),Extraversion 25%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 75%,Openness 75%,"Si, Fe, Ti, Ne",2,2,Television,317,The Vampire Diaries (2009),TRUE,629,629,320,1528,173,23071,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/833cf3c3/profile_images/0521a2479d16427da6455d03d3f80211.png,"Stefan Salvatore was one of the two main male protagonists of The Vampire Diaries. Stefan was a 171-year-old cured vampire and the distant descendant and doppelgänger of Silas. Stefan was born and raised in the supernatural town of Mystic Falls, Virginia and came of age during the time of the Civil War. Stefan was the youngest child of Giuseppe Salvatore and Lillian Salvatore. He had an older brother, Damon Salvatore, who is also a cured vampire and whom he shared a strained relationship with, stemming from the appearance of Katherine Pierce in which they fought over whilst human. Portrayed by #PaulWesley",pdb_v9_dump_part3.json,97,612
4665,Pocahontas,pocahontas,ISFP 9w8,9w8,ISFP - 9w8 - so/sp - 947 - IF(S) - SEI - VELF - Phlegmatic [Dominant] - Extraversion 25% - Neuroticism 50% - Agreeableness 100% - Conscientiousness 50% - Openness 100% - RCUAI - Neutral Good,so/sp,947,SEI,Phlegmatic [Dominant],VELF,RCUAI,Neutral Good,IF(S),Extraversion 25%,Neuroticism 50%,Conscientiousness 50%,Agreeableness 100%,Openness 100%,"Fi, Se, Ni, Te",2,3,Movies,562,Pocahontas (1995),TRUE,848,848,265,1519,249,1595,Dadidas,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/697ae644/profile_images/1022d53bb1b74e05b0e5108653e34863.png,"Pocahontas is the titular protagonist of Disney's 1995 animated feature film of the same name. She is the daughter of Chief Powhatan, the leader of a Native American tribe in Virginia. With a willfully bold spirit, she formed a forbidden friendship with an English settler named John Smith, with whom she would fall in love. Unfortunately, a difference in values sparks a war between the natives and settlers, endangering her home. Inspired by her love for Smith, she is driven to bring peace and unity to the two worlds before a battle can unfold. Pocahontas is the seventh official Disney Princess and the first one to be based on an actual person.",pdb_v9_dump_part5.json,252,650
1790490,Shadow the Hedgehog (Movie),movie shadow the hedgehog,INTJ 4w5,4w5,INTJ - 4w5 - sx/sp - 468 - IF(S) - ESI - LFVE - Melancholic-Choleric - Extraversion 25% - Neuroticism 75% - Agreeableness 50% - Conscientiousness 75% - Openness 50% - RLOEI - Chaotic Neutral,sx/sp,468,ESI,Melancholic-Choleric,LFVE,RLOEI,Chaotic Neutral,IF(S),Extraversion 25%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 50%,Openness 50%,"Ni, Te, Fi, Se",2,3,Movies,5516,Sonic the Hedgehog (Film Series),TRUE,415,415,210,1512,297,710,Gojira2019,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/72b2e0d1/profile_images/47ff8331cfd9443ba867d838906d4e6e.png,"Shadow the Hedgehog is a character that appears in the Sonic the Hedgehog film series produced by Paramount Pictures. He is an anthropomorphic alien hedgehog who fell to Earth in a meteor and became part of a secret government experiment called Project Shadow led by Professor Gerald Robotnik. Upon his arrival, Shadow befriended Gerald's granddaughter, Maria. However, the Guardian Units of Nations, believing Shadow to be a threat, invaded Gerald's laboratory, causing an explosion that killed Maria while Shadow was placed in a state of suspended animation. Fifty years later, Shadow was awakened from his suspended animation on Prison Island by Gerald to carry out his revenge plot against humanity for Maria's death with the help of Gerald's grandson, Doctor Ivo Robotnik, coming into conflict with Team Sonic. By managing to infiltrate the G.U.N. HQ, Shadow and Team Robotnik managed to deploy the Eclipse Cannon with the intention of destroying Earth.",pdb_v10_dump_part208.json,150,958
6047,Maggie Rhee,maggierhee,ENTJ 6w7,6w7,ENTJ - 6w7 - so/sx - 612 - ESI - VFLE - Choleric-Sanguine - Neuroticism 75% - SCOEN - True Neutral,so/sx,612,ESI,Choleric-Sanguine,VFLE,SCOEN,True Neutral,ET(N),Extraversion 50%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 100%,Openness 25%,"Te, Ni, Se, Fi",2,2,Television,236,The Walking Dead (2010),TRUE,909,909,266,1510,264,1191,Elisa,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/f75b85db/profile_images/8db0d710c80b4ce48c7bd3c30900d5a5.png,"Maggie Rhee (née Greene) is a main character and a survivor of the outbreak in AMC's The Walking Dead. She is the daughter of Hershel and Josephine Greene, stepdaughter of Annette Greene, older half-sister of Beth, younger stepsister of Shawn, and the last known surviving member of the Greene family. She is the widow of Glenn Rhee and the mother of Hershel. She is the former leader of the Hilltop Colony, and was one of the four co-leaders of the Militia, along with Rick Grimes, Ezekiel, and Cyndie before its disbanding. At some point after Rick's assumed death, she left the Hilltop alongside her son to join Georgie's group and search for new communities. Several years later, Maggie returned to Virginia with her son after a dangerous group attacked her and her people's home, only to find out that Glenn's murderer (Negan) is out and living among her friends and that the dangerous group has followed her back to Virginia. #TWD #TheWalkingDead #LaurenCohan #MaggieRhee #MaggieGreene",pdb_v9_dump_part6.json,950,991
611,Aladdin,aladdin,ESFP 7w8,7w8,ESFP - 7w8 - sx/so - 739 - ESE - FEVL - Sanguine [Dominant] - Extraversion 75% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 25% - Openness 75% - SCUAI - Chaotic Good,sx/so,739,ESE,Sanguine [Dominant],FEVL,SCUAI,Chaotic Good,EF(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 75%,Openness 75%,"Se, Fi, Te, Ni",2,3,Movies,374,Aladdin (1992),TRUE,629,629,305,1495,230,1124,Kicking Lettuce,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/23a86de0/profile_images/fea64d518cc14a69a84934b8bbd3438d.png,"Aladdin is the titular protagonist of Disney's 1992 animated feature film of the same name. A former street rat from the city of Agrabah, Aladdin spent much of his youth scraping for food and ducking guards with his monkey sidekick Abu. Though sanguine, Aladdin's poor upbringing left him with severe insecurity, making him feel worthless and undeserving of love, specifically that of Princess Jasmine. He nevertheless sustained a heroically selfless deposition, which in turn made him entitled to a magic lamp concealing a wish-granting genie. Aladdin is based on the eponymous character of the Aladdin folk tales featured in the Middle Eastern One Thousand and One Nights stories.",pdb_v9_dump_part1.json,644,682
3822,Cedric Diggory,cedricdiggory,ESFJ 2w3,2w3,ESFJ - 2w3 - so/sp - 296 - EF(S) - ESE - FELV - Sanguine-Phlegmatic - Extraversion 75% - Neuroticism 25% - Agreeableness 100% - Conscientiousness 75% - Openness 25% - SCOAN - Lawful Good,so/sp,296,ESE,Sanguine-Phlegmatic,FELV,SCOAN,Lawful Good,EF(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 100%,Openness 25%,"Fe, Si, Ne, Ti",2,3,Movies,87,Harry Potter (Film Series),TRUE,736,736,348,1489,97,1662,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/f6449075/profile_images/089061ea566e42889742c57157caffe9.png,"Cedric Diggory (September/October, 1977–24 June, 1995) was a British wizard who was the son of Amos Diggory and his unnamed wife. He started attending Hogwarts School of Witchcraft and Wizardry in 1989, and was sorted into the Hufflepuff House. During his time at school, he was a prefect and captained the Hufflepuff Quidditch team, playing as Seeker. In his sixth year Cedric put his name forward to compete in the Triwizard Tournament. Cedric was said to be an embodiment of the qualities of Hufflepuff House. He had a sense of fair play: during the 1993 Gryffindor/Hufflepuff match, despite his capture of the Golden Snitch (which ensured his team's victory), Cedric immediately offered to replay the match once he found out that his opponent, Harry Potter, had fallen from his broom due to the influence of the Dementors.",pdb_v9_dump_part4.json,343,826
4808,Ramsay Bolton,ramsaybolton,ESTP 8w7,8w7,ESTP - 8w7 - sx/so - 873 - ES(T) - SLE - VFLE - Sanguine-Choleric - Extraversion 100% - Neuroticism 0% - Agreeableness 0% - Conscientiousness 25% - Openness 25% - SCUEN - Chaotic Evil,sx/so,873,SLE,Sanguine-Choleric,VFLE,SCUEN,Chaotic Evil,ES(T),Extraversion 100%,Neuroticism 0%,Conscientiousness 25%,Agreeableness 0%,Openness 25%,"Se, Ti, Fe, Ni",2,2,Television,48,Game of Thrones (2011),TRUE,626,626,341,1478,134,432,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/5f51faba/profile_images/4632390558a9493a896421b02129d846.png,"Ramsay Bolton, née Snow, was a son of Roose Bolton, and shortly Lord of Winterfell & Lord of the Dreadfort after having violently usurped his father. He tortured and gelded Theon Greyjoy, raped Sansa Stark, committed patricide by stabbing his father in the heart, and killed Rickon Stark & Wun Wun during the Battle of Bastards. Ramsay is a genuine sociopath. He seems to be the personification of pure evil, with no redeemable features. He is dishonorable, manipulative, ruthless, extremely sadistic, sexually depraved, wild, and completely capable of committing unspeakable atrocities without remorse, simply for pure amusement. Ramsay fully admits—and indeed revels in the fact—that he tortures and kills innocent people for no reason whatsoever, and that they did not deserve what he did to them. He simply enjoys inflicting horrific torture on people. #CompleteMonster #HateSink",pdb_v9_dump_part5.json,573,883
47369,"Marvin ""Mother's Milk""",mothersmilk,ISTJ 1w9,1w9,ISTJ - 1w9 - sp/so - 126 - ET(S) - LSE - LVFE - Choleric-Melancholic - Neuroticism 50% - Conscientiousness 75% - Openness 25% - RCOAN - Lawful Good,sp/so,126,LSE,Choleric-Melancholic,LVFE,RCOAN,Lawful Good,ET(S),Extraversion 50%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 75%,Openness 25%,"Si, Te, Fi, Ne",2,2,Television,4469,The Boys (2019),TRUE,435,435,307,1460,110,462,Álvaro,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/12489126/profile_images/2e8c2bc6708244ec9519ab452ad657cf.png,"Marvin T. ""Mother's"" Milk is one of the main characters in the TV adaptation of The Boys and an original member of black ops group of the same name. From a marine to a rehabilitation worker, Mother’s Milk had been an analyst and investigator for The Boys before leaving that life behind to start anew. He'd go on to build a happy home life with his beloved wife Monique and daughter Janine, as well as using his talents to make a difference in the lives of wayward kids. But Butcher insists he can’t fight the war on Supes without M.M.’s methodical, detailed-obsessed mind, and uses his own neurosis and heart of gold to lure him back to The Boys. And truth be told, M.M'.s personal trauma and desire to destroy Vought had him itching for an excuse to get back into the game. Laz Alonso portrays Mother’s Milk, a character introduced in the first season of The Boys.",pdb_v9_dump_part42.json,527,866
3941,Peter Pan,peterpan,ENFP 7w8,7w8,ENFP - 7w8 - sx/so - 783 - EN(F) - IEE - VEFL - Sanguine-Choleric - Extraversion 100% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 25% - Openness 75% - SCUEI - Chaotic Neutral,sx/so,783,IEE,Sanguine-Choleric,VEFL,SCUEI,Chaotic Neutral,EN(F),Extraversion 100%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 25%,Openness 75%,"Ne, Fi, Te, Si",2,3,Movies,565,Peter Pan (1953),TRUE,751,751,324,1432,224,1969,NickLizard,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/b41008f9/profile_images/373d29bd51a94ba9a5c399fcbb416e2c.png,"Peter Pan is the titular protagonist of Disney's 1953 animated feature film of the same name. Peter travels from the enchanted isle of Neverland all the way to London just to hear Wendy Darling spin tales about him and his adventures. While his ego may seem inflated at times, even his arch-nemesis Captain Hook knows that Peter's no ordinary boy. He can fly without wings and match Hook's cutlass with nothing more than a dagger. He is also the undisputed leader of the Lost Boys and allows no breaks in the ranks. Time makes little difference to him; when you never grow up, life is nothing but fun, whimsy, and adventure.",pdb_v9_dump_part4.json,451,624
879,Buzz Lightyear,buzzlightyear,ESTP 3w2,3w2,ESTP - 3w2 - so/sx - 397 - EF(S) - LSE - VEFL - Choleric-Phlegmatic - Extraversion 75% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 100% - Openness 50% - SCOAN - Lawful Good,so/sx,397,LSE,Choleric-Phlegmatic,VEFL,SCOAN,Lawful Good,EF(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 50%,"Se, Ti, Fe, Ni",2,3,Movies,106,Toy Story (Franchise),TRUE,947,947,274,1428,106,20044,Cassie,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/ad033199/profile_images/dd212a2dae3b4ed49f022d981dc2f52b.png,"Buzz Lightyear is the deuteragonist of the Disney•Pixar Toy Story franchise. He is a heroic spaceman action figure originally belonging to Andy Davis. Depicted as a Space Ranger working under the authority of the Star Command, Buzz was created during a time where astronauts were especially popular amongst children. Because of this, his arrival in the original Toy Story film created conflict with Andy's favorite toy, Sheriff Woody, though this rivalry would eventually blossom into a lifelong friendship. He is also the archenemy of the Evil Emperor Zurg. The fictional Buzz Lightyear and his adventures would be explored in two spin-off projects: The 2000-2001 animated series Buzz Lightyear of Star Command and the 2022 film Lightyear.",pdb_v9_dump_part2.json,95,740
